location,domain_profile,company_name,about_the_job,who_can_apply,salary,company_details,start_date,experience,apply_by,applicants,skills,perks,number_of_openings,other_requirements,.NET,AJAX,APIs,ARM Microcontroller,ASP.NET,Adobe After Effects,Adobe Creative Suite,Adobe Illustrator,Adobe Photoshop,Advanced Excel,Algorithms,Allegro Software,Amazon Web Server (AWS),Amazon Web Services (AWS),American English,Android,Angular 2.0,Angular 7.0,AngularJS,Ansible,Apache,Apache Cassandra,Arduino,Autodesk Maya,Bash,Biology,Blockchain,Blogging,Bootstrap,Business Analysis,Business Research,C Programming,C#,C#.NET,C++ Programming,CCNA,CI/CD,CMS,CSS,Canva,Chemistry,Client Relationship,Cloud Computing,Cloud Firestore,CodeIgniter,Computer Networking,Computer Networks,Content Marketing,Content Writing,Creative Writing,Cross-functional Collaboration,Dart,Data Analysis,Data Analytics,Data Science,Data Structures,Database Testing,Deep Learning,DevOps,Digital Marketing,Distributed Computing,Django,Docker,EAGLE,ERP Implementation and Deployment,Eclipse (IDE),Effective Communication,Elasticsearch,Email Marketing,Embedded Systems,English Proficiency (Spoken),English Proficiency (Written),Enterprise Products,Ethereum,Event Management,Express.js,ExpressJS,Facebook Marketing,FastAPI,Figma,Financial Modeling,Financial literacy,Firebase,Firebase Cloud Messaging,Flask,Flutter,GNU Octave,GUI Testing,Git,Git / SVN.,Git Bash,GitHub,Golang,Google AdWords,Google Analytics,Google Cloud Computing,Google Workspace,GraphQL,HTML,HTML&CSS,Hibernate (Java),Hindi Proficiency (Spoken),Internet of Things (IoT),Investing,Ionic,J2EE,JSON,Java,JavaFX,JavaScript,Jira,Joomla,Kannada Proficiency (Spoken),Kotlin,Kubernetes,LARAVEL,LinkedIn Marketing,Linux,MEAN/MERN Stack,MS SQL Server,MS-Excel,MS-Office,MS-PowerPoint,MS-Word,Machine Learning,Malayalam,Malayalam Proficiency (Spoken),Manual Testing,Market Analysis,Marketing,Materialize,Mathematics,Microsoft Azure,Microsoft PowerApps,Model View Controller(MVC),Mongo,MongoDB,Moodle,MySQL,NLP,Natural Language Processing (NLP),Neural Networks,Next.js,No-SQL,NoSQL,Node.js,None,Objective C,Odoo,Online Teaching,OpenCV,Operations,Oracle,PCB Design,PCB Soldering,PHP,PLC SCADA,Perl,Physics,PostgreSQL,Postman,Power BI,Problem Solving,Product Development,Product Lifecycle Management(PLM),Product Management,Product Roadmap,Product Strategy,Project Management,Python,Quality Assurance/Quality Control (QA/QC),REST API,Raspberry Pi,React,React Native,ReactJS,Redis,Redux,Report Writing,Research and Analytics,Responsive Design,Robotic Process Automation (RPA),Robotics,Ruby on Rails,SAP,SQL,SQLite,SYSTEM ADMINISTRATOR,Salesforce,Search Engine Optimization (SEO),Selenium,Servlets,Shell Scripting,Social Media Marketing,Software Testing,Spring MVC,Statistical Modeling,Stock Trading,Stripe Payment API,Subject Matter Expert (SME),Swift,Tableau,Tailwind CSS,Tamil Proficiency (Spoken),Teaching,Telugu Proficiency (Spoken),Time Management,TypeScript,UI & UX Design,UX Research,UiPath,Unity 3D,Unity Engine,Unreal Engine,User Interface (UI) Development,User-centered Design,VMware,VS Code,Video Editing,Vue Js,Web Application Security,Webflow,Windows Mobile Application Development,Wireframing,WordPress,XML,Xcode,Yii,iOS,jQuery,web3.js,min_salary,max_salary,avg_salary
Navi Mumbai,Hardware Asset Management,Godrej,"Job Description

1. Physical verification of delivery challan, invoices, new assets received, inward outward of assets
2. Maintain asset life cycle, EOL asset replacements, receipt, of new it assets, need to do inward transactions in tracker and system, maintain all document of receipt hardware and uploading
3. Coordination with various vendors like Dell, and HP for installation work
4. Coordination with end users for various activities like asset allocation, asset replacement, Asset verification, Asset transfer, etc.
5. Preparation for delivery and arranging for transport of material
6. Proper Labelling and updating of new assets in the Asset Management System Track inventory status on an ongoing basis, maintain records, and Physical stock verification
7. Collection of old material, segregation, cleaning, checking, sorting, re-labeling, and storage of usable material.
8. Prepare daily & monthly reports for the IT asset related matters","1.  Those who are from or open to relocate to Navi Mumbai, Mumbai and neighboring cities","2,00,000","Godrej Infotech Limited, one of the leading Technology Service Provider has established a strong presence in deployment of Digital solutions encompassing Cloud, Analytics, Automation & Transformation. We have built strategic partnership with Technology leaders like Microsoft, Infor, Oracle, LS Retail, Automation Anywhere, UiPath, SalesForce, etc. Our Solution offering also includes technology stack of .Net, SharePoint, Office 365, Database (SQL & Oracle), Power Platform, DataLake, AI/ML, IIoT, eCommerce, etc.
Headquartered in Mumbai, India and having global presence across USA, Europe, Asia-Pacific and Middle East, our Services offering covers Business Consulting, Digital Transformation, ERP Implementation, Migration & Rollout, Application Development, Integration using multiple platforms, Infrastructure Management including Data & IT Security and Low Code No Code Bespoke Development.",Starts Immediately,0-2 years,14 Mar' 24,9,MS-Excel,5 days a week,3.0,"• Should be a graduate in any discipline, Material management Diploma/Degree                

                    • Knowledge of PC hardware and software. Printers and Network Devices                

                    • Good command of the English Language",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,200000,200000
Chennai,Software Developer,Simplify Solutions,"Key responsibilities: 

1. Write clean and understandable code
2. Track live issues
3. Help trainees
4. Learn new technologies
5. Learn and deploy using cutting-edge open source solutions

Benefits:

1. Work in a product-based company
2. Work with the best team",,"2,50,000 - 3,00,000","Simplify Solutions is a service assistance provider for individuals or organizations. We help organizations at the macro-level in research and development, administration, tax fillings, sales, and audits.",Starts Immediately,0 years,31 Mar' 24,436,"Android
HTML
Java
JavaScript
jQuery
PHP
Software Testing
Web Application Security
Windows Mobile Application Development
WordPress",Health Insurance,8.0,"Graduation (Degree in any field)                

                    Knowledge of HTML/CSS, Javascript, and at least one programming language Willingness to learn new technologies                

                    Good aptitude                

                    Willingness to work in a startup environment                

                    Fast learner and ability to work independently Team player                

                    Knowledge of MVC architecture                

                    Experience in Python, Ruby, or AngularJS                

                    Good understanding of rack-based applications                

                    Knowledge of SQL and NoSQL databases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,250000,300000,275000.0
Vadodara,Software Tester,Sharedpro,"Key responsibilities:

1. Understanding features of the web application
2. Testing software for any bugs before deployment
3. Reporting all the bugs clearly on Jira
4. Running automation scripts",,"2,40,000 - 3,00,000","<div class=""text-container about_company_text_container"">
        Sharedpro is a talent mobility platform connecting companies to share full-time talent. It has been backed by Sanjay Mehta-led 100x.vc and CIIE.CO, IIM Ahmedabad.    </div>",Starts Immediately,0-2 years,31 Mar' 24,53,"Database Testing
GUI Testing
Manual Testing
Software Testing","Informal dress code
 5 days a week
 Free snacks & beverages
 Health Insurance
 Life Insurance",1.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,300000,270000.0
Bangalore,Full Stack Developer,ISimplexity,"Key responsibilities: 

1. Oversee the development of V1 of a revolutionary enterprise SaaS product for Telecom eSIM connectivity & expense management
2. Develop the enterprise SaaS platform, mobile app, and analytics products",1.  Those who are from or open to relocate to Bangalore,"6,00,000 - 12,00,000","<div class=""text-container about_company_text_container"">
        iSimplexity simplifies the processes for procurement, provisioning, and management of telecom expenses- delivered as SaaS.    </div>",Starts Immediately,0-5 years,21 Mar' 24,1000,"CSS
HTML
JavaScript
MongoDB
Node.js
Python
ReactJS",Informal dress code,2.0,Looking for an engineer who is driven by a love for building an Enterprise SaaS product from MVP to Vx.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,1200000,900000.0
Noida,Data Analytics Executive,Astro Arun Pandit,"We are looking for a data analyst with natural language processing (NLP) experience. As a data analyst with expertise in natural language processing (NLP) and familiarity with convolutional neural networks (CNN) and You Only Look Once (YOLO) models, you will be responsible for analyzing and deriving insights from large datasets, particularly unstructured text and image data. You will collaborate with cross-functional teams to develop and implement NLP and computer vision solutions that drive business intelligence and decision-making. 

The ideal candidate will possess strong analytical skills, programming proficiency, and a passion for leveraging advanced machine-learning techniques to extract valuable insights from data.

Key responsibilities:

1. Data analysis and modeling: Collect, preprocess, and analyze large volumes of structured and unstructured data using advanced statistical and machine learning techniques. Develop and implement NLP models to extract insights from textual data sources, including social media, customer feedback, and documents. Utilize CNN and YOLO models for object detection, image classification, and other computer vision tasks to extract meaningful information from image data
2. Model development and optimization: Design and develop machine learning models, algorithms, and pipelines to address specific business needs and challenges. Optimize NLP and computer vision models for performance, accuracy, and scalability, leveraging techniques such as feature engineering and hyperparameter tuning. Stay updated on the latest advancements in NLP, CNN, YOLO, and related technologies, incorporating best practices and methodologies into model development and implementation
3. Data visualization and reporting: Create visualizations, dashboards, and reports to communicate insights derived from data analysis and modeling to stakeholders and decision-makers. Interpret and present findings in a clear and concise manner, providing actionable recommendations based on data-driven insights
4. Collaboration and communication: Collaborate with cross-functional teams, including data scientists, software engineers, and business stakeholders, to understand requirements and deliver solutions that address business objectives. Communicate technical concepts and findings effectively to non-technical audiences, fostering a culture of data-driven decision-making within the organization",,"2,00,000 - 2,40,000","<div class=""text-container about_company_text_container"">
        India's leading occult company with multiple services ranging from consultations, gemstones, courses, and much more.    </div>",Starts Immediately,0-1 years,23 Mar' 24,493,"Data Analytics
Data Science
MS-Excel
Power BI
Python
SQL
Tableau",None,2.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,240000,220000.0
Delhi,Android App Developer,Tamanna Software Solutions,"We are looking for a passionate and skilled Android App Developer/Full Stack Developer to join our dynamic team at Tamanna Software Solutions. If you have expertise in React Native, ReactJS, Node.js, and JavaScript, then this is the perfect opportunity for you to showcase your talent and contribute to innovative projects.

Key responsibilities:

1. Develop high-quality mobile applications for Android using React Native.
2. Collaborate with cross-functional teams to define, design, and ship new features.
3. Write clean, maintainable, and efficient code.
4. Work on bug fixing and improving application performance.
5. Stay updated with the latest industry trends and technologies.
6. Optimize applications for maximum speed and scalability.
7. Participate in code reviews and provide constructive feedback to team members.

If you are a proactive problem-solver with a creative mindset and a passion for mobile development, then we want to hear from you! Join us at Tamanna Software Solutions and be a part of our exciting journey towards excellence in technology.",,"2,00,000 - 2,25,000","<div class=""text-container about_company_text_container"">
        Tamanna Software Solutions is a prominent IT solutions provider in enterprise infrastructure, Microsoft Solutions, edge computing, networking, and on-premise solutions. We service both the public and private sector customers. From IT health checks to wireless site surveys, Tamanna Software Solutions provides services to help assess your current environment. Our vision at Tamanna Software Solutions is to make the lives of our customers better. We focus on the needs of each individual client and what will help make them successful.     </div>",Starts Immediately,0-2 years,29 Mar' 24,54,"JavaScript
Node.js
ReactJS
React Native
REST API",None,1.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,225000,212500.0
Pune,Junior Software Tester,Sterling Technolabs,"Key responsibilities: 

1.     Translate functional requirements and specifications into documented test plans and test scenarios in tools like Jira.
2.     Develop test scripts for Java/ J2EE web applications
3.     Rigorously plan, write and execute test scripts.
4.     Create and maintain test data, tools, and scripts.
5.     Evaluate product code according to specifications.
6.     Create logs to document testing phases and defects.
7.     Work with cross-functional teams to ensure quality throughout the Software Development Lifecycle (SDLC).
8.     Execute test plans manually and conduct functional and exploratory testing.
9.     Perform Manual testing in line with defined process to meet agreed time frames and appropriately use test-related tools.
10.     Perform test modifications for our Gaming and Fintech products to ensure that they are fit for purpose, consistent, and compliant with delivery standard guidelines.
11.     Ensure that all the developments/modifications are regression testable and delivered as per the planned schedule.",,"2,00,000 - 2,50,000","Sterling Technolabs is a mobile and web development company located in India. Here we are, artists, with ideas who work with software development and provide the best IT solutions for various sectors. We analyze, design, code, test, and deploy what is best for our clients with integrity, transparency, and punctuality of work. We give the best user experience with an attractive design that won't only show the branding of your company but will also make your brand stand out among other clutter of products.  

We have 2+ years of experience, 50+ projects, 25+ computer geeks, 85% repeat business, and $10+ million revenue generation for clients. As for our field of expertise, we do mobile app development in Android, iOS, Windows, PSD to Mobile, Kindle Fire, web app development through PHP, CSS3, HTML5, Laravel, CodeIgniter, Node.js, Bootstrap, AngularJS, and e-commerce solutions through WooCommerce, VirtueMart, BigCommerce, Shopify, and Magento.",Starts Immediately,0-2 years,24 Mar' 24,422,"Database Testing
GUI Testing
Jira
Manual Testing
Software Testing","Informal dress code
 5 days a week",2.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,250000,225000.0
Kolkata,ASP.NET Developer,Caliber Connect HR Services,"Desired Skills:-


1. Analytical mind with a problem-solving aptitude

2. Ability to work independently

3. Strong Knowledge of selected frameworks and libraries (ASP.net, C#, HTML, CSS, Bootstrap, SQL Server)

4. Solid technical background, with understanding or hands-on experience in software development and web technologies

Desired Technology

 1. ADO.NET

 2.SQL QUERY, SP,TIGGER

 3.ASP.NET

 4.CRYSTAL REPORT

 5.RDLC REPORT

 6.MVC 5

7.JQUERY

8.BOOTSTRAP

9.WEB API 2.0",1. Candidates with minimum 1 years of experience.,"3,00,000 - 3,36,000",Information above is Internshala's interpretation and paraphrasing of what we found on the shared link.,Starts Immediately,1-3 years,23 Apr' 24,0,None,None,Unknown,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,336000,318000.0
Bangalore,Front End Developer,HealthFlex,"Roles and Responsibilities

1. Develop high-quality, scalable and modular mobile applications using Flutter framework
2. Writing readable and clear code using Dart that will be extensively documented for future use and upgrades
3. Collaborate with cross-functional teams to define, design, and ship new features
4. Implement and maintain state management solutions 
5. Ensure the performance, quality, and responsiveness of applications
6. Identify and fix bugs and performance bottlenecks
7. Conduct code reviews to maintain code quality and ensure adherence to best practices
8. Continuously discover, evaluate, and implement new technologies and frameworks to maximize development efficiency
9. Collaborate with the design team to implement pixel-perfect UI/UX designs
10. Participate in the complete software development lifecycle, from concept to deployment
11. Contribute to technical documentation, including project requirements, specifications, and API documentation
12. Keep up to date with the latest industry trends and advancements in Flutter development",1. Candidates with minimum 1 years of experience.,"5,00,000 - 7,00,000","<div class=""text-container about_company_text_container"">
        At HealthFlex, we're building an IoT enabled physical therapy/physiotherapy product for consumers to help them achieve their outcomes at their own convenience and super reduced costs.     </div>",Starts Immediately,1-3 years,2 Apr' 24,0,"Android
Dart
Flutter
VS Code
Xcode","Informal dress code
 5 days a week
 Health Insurance",1.0,"Qualifications and Preferred Experience                

                    Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent practical experience)                

                    Experience in the development of Android/iOS applications and have deployed them on Google Play/App Store                

                    1+ years of experience in Flutter application development.                

                    Strong proficiency in Dart programming language, Rest APIs and integration of various APIs from third parties                

                    Experience with state management libraries for Flutter, such as GetX, Provider, BLOC, Riverpod, or MobX                

                    Familiarity using version control tools like Git and IDEs like Android Studio, VS Code, XCode etc.                

                    Experience with unit testing frameworks for Flutter, using Flutter Test or Mockito                

                    Knowledge of agile software development methodologies                

                    Strong problem-solving and analytical skills                

                    Comfortable using test cases for debugging code, enhancing performance and reliability                

                    Ability to create and maintain continuous integration and delivery of Flutter applications",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,500000,700000,600000.0
Work from home,Front End Developer,Chipmonk Technologies Private Limited,"Key responsibilities:

1. Develop responsive user interfaces using UI frameworks like React JS
2. Create wireframes or mock-ups based on given requirements
3. Ensure the user interface is visually appealing and functional across devices and screen sizes

Requirements:

1. Specialize in IoT and AI domains, focusing on developing innovative solutions
2. Proficient in relational databases and SQL for data management and analysis
3. Demonstrate strong programming skills for developing efficient and scalable applications in IoT and AI
4. Stay updated with the latest trends and advancements in the IoT and AI domains
5. Collaborate with cross-functional teams to integrate IoT and AI technologies into various projects
6. Participate in brainstorming and ideation sessions to propose new ideas and concepts in IoT and AI",,"3,50,000 - 4,00,000","<div class=""text-container about_company_text_container"">
        Chipmonk Technologies Private Limited is an end-to-end IoT solutions company providing its own platform as well as comprehensive solution engineering. We focus on the objectives you aim to achieve via IoT technology and engineer the end-to-end solution to deliver the same.    </div>",Starts Immediately,0-2 years,30 Mar' 24,1000,"AngularJS
Bootstrap
CSS
Git
HTML
JavaScript
jQuery
ReactJS",None,1.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,350000,400000,375000.0
Mumbai,Webflow Developer,Schbang Digital Solutions Private Limited,"Key Responsibilities:

a. Webflow Development:
1. Design, develop, and maintain responsive and visually appealing websites using Webflow.
2. Collaborate with the design team to implement pixel-perfect designs and ensure a seamless user experience.
c. Code Optimization:
1. Write clean, efficient, and well-documented code.
2. Optimize website performance for speed and responsiveness.
d. Cross-functional Collaboration:
1. Work closely with backend developers, UX/UI designers, and other stakeholders to implement and integrate web features and functionality.
e. Quality Assurance:
1. Conduct thorough testing and debugging to ensure the functionality and integrity of the websites.
2. Stay updated on industry best practices and emerging trends in front-end development.
f. Content Management:
1. Manage and update website content as needed, ensuring accuracy and relevancy.
g. Responsive Design:
1. Implement responsive design principles to ensure a seamless user experience across various devices and screen sizes.
h. Webflow Expertise:
1. Stay current with the latest features and updates in Webflow.
2. Troubleshoot and resolve issues related to Webflow projects.

Qualifications:
1. Proven experience in Webflow Development
2. Proficiency in HTML, CSS, JavaScript, and other relevant web technologies.
3. Strong understanding of responsive design principles.
4. Excellent collaboration and communication skills.
5. Attention to detail and a passion for creating visually appealing and user-friendly websites.
6. Ability to work independently and meet project deadlines.",,"3,00,000","<div class=""text-container about_company_text_container"">
        Schbang is a Mumbai-headquartered integrated marketing solutions agency founded in 2015 by Harshil Karia, Sohil Karia and Akshay Gurnani. Schbang has reached a team of 450 members in 6 years and has also launched its second office in Bangalore in 2017.     </div>",Starts Immediately,0-2 years,21 Mar' 24,94,Webflow,5 days a week,1.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,300000,300000,300000
